label
-1
-1
-1
2
98
-1
-1
-1
-1
-1
-1
-1
-1
9
-1
-1
0
1
-1
-1
10
-1
-1
-1
20
-1
2
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
77
-1
-1
-1
-1
3
-1
15
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
63
-1
4
12
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
2
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
73
-1
-1
-1
-1
-1
-1
25
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
8
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
30
-1
-1
50
-1
-1
-1
-1
5
-1
-1
-1
26
-1
-1
-1
15
31
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
6
-1
-1
-1
-1
-1
-1
-1
7
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
13
8
-1
-1
-1
-1
-1
-1
-1
-1
44
94
-1
-1
56
-1
-1
-1
-1
3
-1
-1
-1
-1
-1
-1
96
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
9
-1
-1
-1
-1
-1
10
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
15
-1
11
-1
-1
-1
2
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
17
-1
-1
-1
3
12
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
9
-1
0
13
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
2
-1
97
-1
-1
14
-1
3
-1
-1
15
-1
-1
16
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
7
-1
4
-1
-1
17
-1
-1
-1
18
24
-1
1
-1
12
-1
-1
-1
-1
-1
-1
-1
71
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
20
-1
-1
19
-1
-1
-1
-1
-1
-1
13
-1
-1
-1
-1
-1
-1
20
-1
-1
-1
-1
-1
-1
-1
10
-1
-1
-1
-1
-1
-1
-1
1
21
-1
28
46
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
76
-1
-1
-1
-1
-1
14
-1
-1
-1
-1
15
-1
4
-1
-1
-1
-1
-1
-1
22
-1
-1
-1
-1
-1
23
-1
24
-1
-1
-1
-1
25
-1
78
-1
80
-1
81
-1
-1
1
-1
18
-1
-1
-1
-1
-1
-1
-1
-1
-1
76
-1
-1
3
-1
-1
-1
26
-1
-1
-1
-1
-1
-1
-1
-1
-1
28
66
-1
-1
-1
14
44
-1
-1
-1
3
-1
-1
27
12
