label
-1
42
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
29
26
-1
-1
-1
-1
-1
-1
-1
29
59
-1
-1
-1
53
-1
-1
-1
-1
-1
-1
-1
31
-1
-1
44
-1
35
-1
58
-1
-1
-1
-1
-1
-1
-1
-1
-1
57
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10
-1
56
-1
-1
-1
-1
-1
53
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
57
56
-1
-1
46
53
-1
-1
-1
30
-1
46
-1
3
-1
-1
-1
-1
-1
-1
55
34
-1
-1
-1
53
-1
2
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
14
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
22
30
-1
53
-1
-1
-1
58
-1
-1
-1
56
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
58
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
57
-1
-1
41
-1
-1
-1
-1
-1
-1
-1
-1
47
-1
-1
-1
-1
-1
33
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
56
42
-1
-1
-1
32
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
54
53
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
29
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
33
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
58
-1
35
-1
-1
-1
-1
-1
-1
16
31
-1
58
-1
-1
-1
-1
56
-1
58
38
22
-1
-1
-1
-1
-1
-1
